OBJECTID,REPORTNO,STATUS,ADDRTYPE,LOCATION,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR,LOCATION_PROCESSED
871,REPORT871,STATUS1,ADDRTYPE2,"801 Bianca Path Apt. 184
East Christineberg, AZ 27858",Angles,5.0,1.0,0.0,2.0,3,1,0,2024-01-21,2024-02-05 03:25:08,Clear,Wet,Daylight,N,Y,"801 Bianca Path Apt . 184 East Christineberg , AZ 27858"
872,REPORT872,STATUS2,ADDRTYPE3,"897 Joshua Way Suite 148
Brandonmouth, NV 96295",Sideswipe,4.0,1.0,1.0,1.0,2,0,0,2023-10-17,2023-05-09 03:25:08,Unknown,Ice,Unknown,Y,Y,"897 Joshua Way Suite 148 Brandonmouth , NV 96295"
873,REPORT873,STATUS3,ADDRTYPE1,"783 Michelle Lock
East Kimberly, AZ 83165",Parked Car,2.0,2.0,1.0,3.0,3,1,0,2023-02-26,2024-02-06 03:25:08,Unknown,Wet,Dark - No Street Lights,N,N,"783 Michelle Lock East Kimberly , AZ 83165"
874,REPORT874,STATUS3,ADDRTYPE2,"502 Powers Court Apt. 707
Lisaberg, KS 88770",Pedestrian,1.0,2.0,1.0,2.0,0,0,0,2023-05-08,2023-07-19 03:25:08,Clear,Unknown,Dawn,N,N,"502 Powers Court Apt . 707 Lisaberg , KS 88770"
875,REPORT875,STATUS3,ADDRTYPE2,"4632 Chase Run
Moorechester, IL 17066",Parked Car,1.0,1.0,0.0,1.0,1,0,0,2024-02-15,2024-01-05 03:25:08,Snowing,Oil,Unknown,Y,Y,"4632 Chase Run Moorechester , IL 17066"
876,REPORT876,STATUS2,ADDRTYPE2,"3188 Jason Shoals Suite 724
West Jasonfurt, CA 31905",Pedestrian,2.0,0.0,0.0,1.0,2,1,0,2023-12-02,2023-12-10 03:25:08,Raining,Snow/Slush,Dark - No Street Lights,N,Y,"3188 Jason Shoals Suite 724 West Jasonfurt , CA 31905"
877,REPORT877,STATUS2,ADDRTYPE1,"8688 Mccann Rapids
Katiefort, IA 44840",Left Turn,2.0,2.0,1.0,1.0,3,0,1,2023-12-28,2023-04-11 03:25:08,Fog/Smog/Smoke,Dry,Other,Y,Y,"8688 Mccann Rapids Katiefort , IA 44840"
878,REPORT878,STATUS1,ADDRTYPE1,"958 Chad Villages Apt. 262
Lake Jaredbury, MT 75414",Left Turn,3.0,1.0,1.0,2.0,1,1,0,2023-09-24,2023-09-18 03:25:08,Fog/Smog/Smoke,Ice,Dusk,N,N,"958 Chad Villages Apt . 262 Lake Jaredbury , MT 75414"
879,REPORT879,STATUS2,ADDRTYPE2,"990 Mary Route
Rogerburgh, RI 04286",Angles,1.0,2.0,1.0,2.0,1,0,0,2023-08-11,2023-10-18 03:25:08,Overcast,Ice,Daylight,N,N,"990 Mary Route Rogerburgh , RI 04286"
880,REPORT880,STATUS2,ADDRTYPE2,"51863 James Ridges
West Julie, MT 68710",Angles,4.0,2.0,1.0,2.0,1,0,0,2023-11-30,2023-04-28 03:25:08,Snowing,Ice,Dark - Street Lights Off,Y,N,"51863 James Ridges West Julie , MT 68710"
881,REPORT881,STATUS1,ADDRTYPE1,"PSC 6250, Box 0443
APO AA 75242",Rear Ended,1.0,1.0,0.0,2.0,2,0,1,2023-05-04,2023-06-02 03:25:08,Raining,Sand/Mud/Dirt,Dark - Street Lights Off,Y,Y,"PSC 6250 , Box 0443 APO AA 75242"
882,REPORT882,STATUS2,ADDRTYPE3,"62469 Stephanie Motorway Suite 129
Dannytown, MS 20169",Sideswipe,3.0,1.0,1.0,2.0,3,0,1,2023-07-30,2023-08-12 03:25:08,Raining,Sand/Mud/Dirt,Unknown,N,N,"62469 Stephanie Motorway Suite 129 Dannytown , MS 20169"
883,REPORT883,STATUS1,ADDRTYPE1,"840 Perez Keys
Juanmouth, OR 89895",Cycles,4.0,0.0,1.0,3.0,3,1,0,2024-01-13,2023-12-16 03:25:08,Raining,Wet,Dawn,N,N,"840 Perez Keys Juanmouth , OR 89895"
884,REPORT884,STATUS2,ADDRTYPE3,"2394 Aaron Spring Suite 528
Susanstad, TX 68512",Left Turn,4.0,1.0,0.0,3.0,2,1,1,2023-10-28,2023-04-08 03:25:08,Blowing Sand/Dirt,Oil,Dark - Street Lights On,N,N,"2394 Aaron Spring Suite 528 Susanstad , TX 68512"
885,REPORT885,STATUS2,ADDRTYPE3,"70476 Lee Mews
North Chloefurt, VA 52888",Sideswipe,4.0,2.0,1.0,1.0,0,0,0,2023-08-05,2023-05-17 03:25:08,Fog/Smog/Smoke,Dry,Dusk,Y,Y,"70476 Lee Mews North Chloefurt , VA 52888"
886,REPORT886,STATUS2,ADDRTYPE3,"61507 Lee Skyway
Davidborough, NC 16407",Angles,3.0,0.0,0.0,2.0,1,0,1,2023-06-28,2023-05-06 03:25:08,Clear,Other,Unknown,Y,Y,"61507 Lee Skyway Davidborough , NC 16407"
887,REPORT887,STATUS2,ADDRTYPE2,"Unit 2879 Box 0846
DPO AE 87438",Parked Car,1.0,1.0,1.0,3.0,3,0,1,2023-03-14,2023-09-22 03:25:08,Clear,Wet,Dusk,N,Y,Unit 2879 Box 0846 DPO AE 87438
888,REPORT888,STATUS3,ADDRTYPE2,"06247 Kelley Rue
Parkerstad, OH 35779",Angles,5.0,2.0,1.0,3.0,2,1,1,2024-01-03,2024-01-23 03:25:08,Blowing Sand/Dirt,Ice,Dark - No Street Lights,N,Y,"06247 Kelley Rue Parkerstad , OH 35779"
889,REPORT889,STATUS3,ADDRTYPE3,"00322 Gordon Stravenue
West Jessicatown, AZ 53349",Parked Car,4.0,0.0,0.0,2.0,2,0,0,2023-08-25,2023-08-02 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Other,Y,N,"00322 Gordon Stravenue West Jessicatown , AZ 53349"
890,REPORT890,STATUS2,ADDRTYPE3,"9414 John Harbors
Chadview, KS 20356",Pedestrian,2.0,0.0,1.0,2.0,1,1,1,2023-06-26,2023-12-17 03:25:08,Overcast,Wet,Daylight,Y,N,"9414 John Harbors Chadview , KS 20356"
891,REPORT891,STATUS3,ADDRTYPE3,"98673 Willis Mall Apt. 596
East Meganview, NV 88456",Cycles,3.0,0.0,0.0,2.0,2,1,1,2023-06-25,2023-07-28 03:25:08,Raining,Sand/Mud/Dirt,Other,N,Y,"98673 Willis Mall Apt . 596 East Meganview , NV 88456"
892,REPORT892,STATUS1,ADDRTYPE1,"PSC 4328, Box 8502
APO AE 65775",Pedestrian,4.0,2.0,0.0,1.0,1,0,0,2023-03-28,2023-03-13 03:25:08,Severe Crosswind,Wet,Dark - Street Lights On,N,Y,"PSC 4328 , Box 8502 APO AE 65775"
893,REPORT893,STATUS3,ADDRTYPE2,"5963 Kathy Lodge Apt. 554
Cherylshire, ND 76394",Angles,3.0,2.0,0.0,3.0,3,0,1,2023-05-22,2024-02-16 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Dusk,Y,N,"5963 Kathy Lodge Apt . 554 Cherylshire , ND 76394"
894,REPORT894,STATUS1,ADDRTYPE3,"050 Bailey Crossroad Suite 395
South Patrickhaven, AZ 45332",Rear Ended,2.0,0.0,1.0,2.0,1,0,1,2023-06-26,2023-06-28 03:25:08,Unknown,Ice,Dawn,N,Y,"050 Bailey Crossroad Suite 395 South Patrickhaven , AZ 45332"
895,REPORT895,STATUS1,ADDRTYPE3,"033 Howell Expressway Suite 545
West Garymouth, OK 42478",Angles,4.0,2.0,0.0,1.0,0,0,0,2023-12-26,2023-05-30 03:25:08,Severe Crosswind,Wet,Unknown,Y,Y,"033 Howell Expressway Suite 545 West Garymouth , OK 42478"
896,REPORT896,STATUS1,ADDRTYPE1,"825 Robert Plaza Suite 284
Lake Terri, OK 10655",Left Turn,1.0,0.0,0.0,2.0,1,1,0,2024-01-07,2023-06-29 03:25:08,Snowing,Oil,Unknown,N,Y,"825 Robert Plaza Suite 284 Lake Terri , OK 10655"
897,REPORT897,STATUS3,ADDRTYPE2,"22918 Cook Streets Suite 092
Lake Phyllis, WY 32129",Angles,3.0,0.0,0.0,2.0,1,1,0,2023-11-19,2024-01-23 03:25:08,Other,Ice,Dark - No Street Lights,Y,N,"22918 Cook Streets Suite 092 Lake Phyllis , WY 32129"
898,REPORT898,STATUS2,ADDRTYPE3,"0800 Brian Trafficway
New Jessicaside, SD 63298",Left Turn,4.0,2.0,0.0,2.0,0,1,1,2023-12-26,2024-01-07 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Daylight,Y,N,"0800 Brian Trafficway New Jessicaside , SD 63298"
899,REPORT899,STATUS2,ADDRTYPE2,"79541 Burke Wall Suite 746
Markborough, WY 59614",Pedestrian,4.0,2.0,0.0,3.0,1,0,0,2023-07-31,2024-01-22 03:25:08,Blowing Sand/Dirt,Snow/Slush,Dark - Street Lights On,Y,N,"79541 Burke Wall Suite 746 Markborough , WY 59614"
900,REPORT900,STATUS3,ADDRTYPE3,"691 Smith Centers Apt. 513
South Robert, NM 63320",Rear Ended,3.0,0.0,0.0,2.0,2,1,1,2023-07-13,2023-10-04 03:25:08,Clear,Dry,Dark - Street Lights On,Y,Y,"691 Smith Centers Apt . 513 South Robert , NM 63320"
901,REPORT901,STATUS1,ADDRTYPE1,"0734 Johnson Roads Apt. 377
North Kathyberg, ND 92358",Sideswipe,2.0,2.0,1.0,3.0,3,0,0,2023-11-09,2023-03-24 03:25:08,Snowing,Standing Water,Dark - Street Lights Off,N,N,"0734 Johnson Roads Apt . 377 North Kathyberg , ND 92358"
902,REPORT902,STATUS3,ADDRTYPE1,"7317 Ethan Meadow
Lake Timothyhaven, SC 43470",Pedestrian,3.0,1.0,0.0,3.0,3,0,1,2023-07-29,2023-12-27 03:25:08,,,,N,Y,"7317 Ethan Meadow Lake Timothyhaven , SC 43470"
903,REPORT903,STATUS2,ADDRTYPE2,"9400 Roberts Plaza Suite 068
Caseyberg, IA 16673",Pedestrian,5.0,0.0,1.0,1.0,3,1,0,2023-09-04,2023-09-02 03:25:08,Sleet/Hail/Freezing Rain,Sand/Mud/Dirt,Unknown,N,Y,"9400 Roberts Plaza Suite 068 Caseyberg , IA 16673"
904,REPORT904,STATUS3,ADDRTYPE1,"99850 Mullins Park Suite 259
East Chrisport, ME 56260",Angles,1.0,0.0,0.0,1.0,3,1,1,2024-01-17,2023-04-21 03:25:08,Unknown,Ice,Dark - No Street Lights,N,Y,"99850 Mullins Park Suite 259 East Chrisport , ME 56260"
905,REPORT905,STATUS3,ADDRTYPE2,"43759 Ortiz Mews
Port Ashley, AR 51730",Other,2.0,2.0,1.0,3.0,0,1,1,2023-09-10,2024-01-01 03:25:08,Raining,Sand/Mud/Dirt,Dark - No Street Lights,N,N,"43759 Ortiz Mews Port Ashley , AR 51730"
906,REPORT906,STATUS2,ADDRTYPE3,"27295 Flowers Locks
Lake Dakotaburgh, ND 01778",Parked Car,1.0,2.0,1.0,3.0,1,1,1,2023-08-28,2023-09-24 03:25:08,,,,N,N,"27295 Flowers Locks Lake Dakotaburgh , ND 01778"
907,REPORT907,STATUS2,ADDRTYPE1,"1349 Katherine Falls Suite 986
Justinside, MS 24863",Pedestrian,1.0,2.0,1.0,2.0,1,0,0,2023-04-16,2023-05-06 03:25:08,Severe Crosswind,Snow/Slush,Unknown,N,N,"1349 Katherine Falls Suite 986 Justinside , MS 24863"
908,REPORT908,STATUS1,ADDRTYPE3,"00971 Johnson Club Suite 576
South Davidmouth, VA 47816",Parked Car,3.0,1.0,0.0,2.0,2,1,0,2023-06-16,2023-06-18 03:25:08,,,,N,N,"00971 Johnson Club Suite 576 South Davidmouth , VA 47816"
909,REPORT909,STATUS1,ADDRTYPE3,"1839 Alexander Oval
East Stephanie, MO 50943",Parked Car,5.0,2.0,1.0,3.0,1,0,0,2023-11-03,2023-03-03 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dusk,N,Y,"1839 Alexander Oval East Stephanie , MO 50943"
910,REPORT910,STATUS2,ADDRTYPE1,"44890 Smith Ridges Apt. 223
West Michaelview, KS 76759",Sideswipe,4.0,0.0,0.0,3.0,0,1,1,2023-02-25,2023-09-03 03:25:08,Snowing,Sand/Mud/Dirt,Daylight,N,N,"44890 Smith Ridges Apt . 223 West Michaelview , KS 76759"
911,REPORT911,STATUS1,ADDRTYPE1,"900 Kathleen Radial
West Johnfurt, MP 81628",Sideswipe,5.0,2.0,0.0,2.0,2,1,0,2023-06-21,2024-01-19 03:25:08,Fog/Smog/Smoke,Unknown,Dark - Street Lights Off,N,N,"900 Kathleen Radial West Johnfurt , MP 81628"
912,REPORT912,STATUS2,ADDRTYPE1,"00130 Debra Mount Suite 390
Murraybury, CA 78021",Sideswipe,2.0,2.0,0.0,2.0,2,0,0,2023-12-23,2023-12-19 03:25:08,Raining,Other,Daylight,N,Y,"00130 Debra Mount Suite 390 Murraybury , CA 78021"
913,REPORT913,STATUS3,ADDRTYPE3,"000 Boyd Prairie Apt. 978
Stephanieberg, LA 37717",Cycles,5.0,0.0,1.0,2.0,1,0,1,2023-09-30,2023-04-26 03:25:08,Unknown,Oil,Daylight,Y,N,"000 Boyd Prairie Apt . 978 Stephanieberg , LA 37717"
914,REPORT914,STATUS1,ADDRTYPE2,"80852 Elizabeth Center Suite 152
South Rebeccashire, LA 31282",Parked Car,1.0,0.0,1.0,2.0,0,0,0,2023-07-02,2023-03-11 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Dark - Street Lights Off,N,N,"80852 Elizabeth Center Suite 152 South Rebeccashire , LA 31282"
915,REPORT915,STATUS2,ADDRTYPE2,"5262 Peterson Springs
West Alex, AL 73711",Angles,4.0,1.0,0.0,1.0,3,0,1,2024-01-31,2023-06-03 03:25:08,,,,N,Y,"5262 Peterson Springs West Alex , AL 73711"
916,REPORT916,STATUS3,ADDRTYPE3,"USNV Chavez
FPO AE 30940",Parked Car,5.0,2.0,0.0,2.0,0,0,0,2023-05-16,2024-01-23 03:25:08,Snowing,Snow/Slush,Dusk,Y,Y,USNV Chavez FPO AE 30940
917,REPORT917,STATUS3,ADDRTYPE3,"85616 Weaver Manor Apt. 709
Justinstad, AK 90606",Pedestrian,4.0,1.0,1.0,3.0,0,0,1,2023-12-02,2023-02-25 03:25:08,Sleet/Hail/Freezing Rain,Snow/Slush,Daylight,N,N,"85616 Weaver Manor Apt . 709 Justinstad , AK 90606"
918,REPORT918,STATUS2,ADDRTYPE3,"19371 Duran Meadows
West Deborah, MT 27036",Sideswipe,5.0,0.0,0.0,3.0,0,0,1,2023-06-24,2023-11-07 03:25:08,Snowing,Snow/Slush,Dark - Street Lights On,N,Y,"19371 Duran Meadows West Deborah , MT 27036"
919,REPORT919,STATUS2,ADDRTYPE1,"76165 Paul Throughway Suite 149
Coltonfort, PR 97119",Pedestrian,4.0,0.0,1.0,2.0,2,1,1,2023-12-07,2023-05-31 03:25:08,Blowing Sand/Dirt,Oil,Daylight,Y,N,"76165 Paul Throughway Suite 149 Coltonfort , PR 97119"
920,REPORT920,STATUS3,ADDRTYPE2,"USS Carter
FPO AE 62942",Sideswipe,5.0,0.0,0.0,2.0,2,1,0,2023-03-29,2023-12-08 03:25:08,Blowing Sand/Dirt,Ice,Other,N,N,USS Carter FPO AE 62942
921,REPORT921,STATUS3,ADDRTYPE2,"12516 Page Crest
West Monique, MP 02301",Cycles,2.0,0.0,0.0,3.0,0,1,0,2023-11-02,2023-05-08 03:25:08,,,,N,N,"12516 Page Crest West Monique , MP 02301"
922,REPORT922,STATUS2,ADDRTYPE2,"53191 Julia Knoll
New Tina, FL 68029",Angles,4.0,0.0,1.0,3.0,3,1,1,2023-09-09,2023-06-11 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dawn,N,Y,"53191 Julia Knoll New Tina , FL 68029"
923,REPORT923,STATUS2,ADDRTYPE2,"14733 Neal Roads Suite 661
West Erinview, DE 52896",Left Turn,3.0,1.0,0.0,1.0,2,1,0,2023-05-05,2023-12-12 03:25:08,,,,N,N,"14733 Neal Roads Suite 661 West Erinview , DE 52896"
924,REPORT924,STATUS3,ADDRTYPE2,"3743 Gina Landing
East Shawn, OH 12578",Sideswipe,1.0,2.0,1.0,3.0,0,0,0,2024-02-03,2023-10-28 03:25:08,Sleet/Hail/Freezing Rain,Oil,Other,Y,N,"3743 Gina Landing East Shawn , OH 12578"
925,REPORT925,STATUS3,ADDRTYPE2,"Unit 2166 Box 0124
DPO AP 09583",Other,4.0,0.0,0.0,3.0,3,0,1,2023-04-18,2023-03-11 03:25:08,Fog/Smog/Smoke,Snow/Slush,Dusk,N,Y,Unit 2166 Box 0124 DPO AP 09583
926,REPORT926,STATUS2,ADDRTYPE3,"48699 Bright Rapid Suite 941
Lake Kenneth, SC 01857",Cycles,1.0,2.0,1.0,3.0,1,0,0,2023-08-09,2023-03-29 03:25:08,Other,Sand/Mud/Dirt,Other,N,N,"48699 Bright Rapid Suite 941 Lake Kenneth , SC 01857"
927,REPORT927,STATUS2,ADDRTYPE3,"9765 Hernandez Manor Suite 728
Natalieland, VT 56202",Other,5.0,0.0,0.0,1.0,1,0,1,2024-01-19,2023-12-02 03:25:08,Blowing Sand/Dirt,Wet,Dawn,Y,Y,"9765 Hernandez Manor Suite 728 Natalieland , VT 56202"
928,REPORT928,STATUS3,ADDRTYPE1,"980 Nicole Court
Harrisberg, WV 07822",Cycles,5.0,1.0,0.0,3.0,0,0,0,2023-08-18,2023-09-18 03:25:08,Raining,Unknown,Dark - No Street Lights,Y,Y,"980 Nicole Court Harrisberg , WV 07822"
929,REPORT929,STATUS2,ADDRTYPE3,"23735 Jacob Port Apt. 042
West Kevinfort, AR 21039",Angles,5.0,1.0,1.0,2.0,0,0,0,2023-07-14,2023-04-04 03:25:08,Sleet/Hail/Freezing Rain,Sand/Mud/Dirt,Other,N,Y,"23735 Jacob Port Apt . 042 West Kevinfort , AR 21039"
930,REPORT930,STATUS2,ADDRTYPE3,"2069 Blake Lane
Port Joseph, MT 05140",Parked Car,5.0,1.0,1.0,3.0,2,1,0,2023-06-22,2023-09-13 03:25:08,Unknown,Dry,Other,N,Y,"2069 Blake Lane Port Joseph , MT 05140"
931,REPORT931,STATUS2,ADDRTYPE2,"2711 Orr Underpass Suite 114
Kaylafurt, MP 58570",Sideswipe,5.0,1.0,1.0,3.0,3,1,1,2023-11-02,2024-02-16 03:25:08,Severe Crosswind,Other,Unknown,Y,Y,"2711 Orr Underpass Suite 114 Kaylafurt , MP 58570"
932,REPORT932,STATUS2,ADDRTYPE1,"70876 Daniel Dam
Port Daniel, NJ 23320",Rear Ended,2.0,2.0,0.0,1.0,0,1,1,2024-01-23,2023-06-16 03:25:08,Clear,Oil,Other,N,N,"70876 Daniel Dam Port Daniel , NJ 23320"
933,REPORT933,STATUS1,ADDRTYPE2,"07910 Allen Plains Apt. 056
Lake Jeffreyborough, MI 79360",Pedestrian,1.0,1.0,0.0,2.0,1,1,0,2023-11-03,2023-04-06 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Dark - No Street Lights,N,Y,"07910 Allen Plains Apt . 056 Lake Jeffreyborough , MI 79360"
934,REPORT934,STATUS1,ADDRTYPE1,"PSC 7527, Box 1969
APO AA 85675",Left Turn,4.0,1.0,1.0,3.0,0,0,1,2024-02-08,2023-03-04 03:25:08,Unknown,Sand/Mud/Dirt,Dusk,N,Y,"PSC 7527 , Box 1969 APO AA 85675"
935,REPORT935,STATUS3,ADDRTYPE3,"325 Bailey Stream
New Yolandaville, FM 38748",Pedestrian,2.0,1.0,1.0,1.0,2,0,1,2023-03-06,2023-11-09 03:25:08,,,,N,N,"325 Bailey Stream New Yolandaville , FM 38748"
936,REPORT936,STATUS1,ADDRTYPE3,"6794 Haley Spring Suite 845
Brianfurt, WY 29930",Left Turn,2.0,0.0,0.0,3.0,2,1,1,2023-07-18,2023-12-23 03:25:08,Other,Unknown,Dawn,N,N,"6794 Haley Spring Suite 845 Brianfurt , WY 29930"
937,REPORT937,STATUS2,ADDRTYPE2,"7432 Daniel Streets Apt. 790
Lake Andrew, OR 96908",Cycles,2.0,1.0,1.0,1.0,3,1,0,2023-10-04,2024-01-16 03:25:08,Sleet/Hail/Freezing Rain,Wet,Unknown,Y,Y,"7432 Daniel Streets Apt . 790 Lake Andrew , OR 96908"
938,REPORT938,STATUS1,ADDRTYPE2,"92800 Terrell Forks Apt. 810
Lake Sarahberg, MH 52065",Left Turn,2.0,2.0,0.0,1.0,1,1,0,2023-10-13,2024-02-19 03:25:08,Severe Crosswind,Standing Water,Dark - Street Lights Off,Y,Y,"92800 Terrell Forks Apt . 810 Lake Sarahberg , MH 52065"
939,REPORT939,STATUS3,ADDRTYPE2,"3089 Johnson Hill Apt. 731
Roseborough, KS 76967",Pedestrian,2.0,0.0,1.0,1.0,3,1,0,2023-03-31,2023-12-03 03:25:08,Raining,Snow/Slush,Dawn,N,N,"3089 Johnson Hill Apt . 731 Roseborough , KS 76967"
940,REPORT940,STATUS3,ADDRTYPE3,"94717 Jeremy Wall
Jamesberg, UT 07785",Parked Car,1.0,2.0,1.0,2.0,1,1,1,2023-11-21,2023-04-16 03:25:08,,,,Y,Y,"94717 Jeremy Wall Jamesberg , UT 07785"
941,REPORT941,STATUS3,ADDRTYPE3,"84902 Hinton Mountain
Kyleview, FM 34134",Sideswipe,4.0,0.0,0.0,1.0,1,0,1,2024-01-08,2023-12-20 03:25:08,Other,Sand/Mud/Dirt,Dark - No Street Lights,N,Y,"84902 Hinton Mountain Kyleview , FM 34134"
942,REPORT942,STATUS1,ADDRTYPE3,"USS Franklin
FPO AP 08792",Left Turn,1.0,2.0,0.0,3.0,0,0,0,2023-12-09,2023-05-29 03:25:08,Overcast,Other,Daylight,N,Y,USS Franklin FPO AP 08792
943,REPORT943,STATUS1,ADDRTYPE1,"594 Benjamin Union
Jasonport, NM 84671",Other,4.0,2.0,0.0,1.0,1,0,1,2024-01-15,2024-01-01 03:25:08,Raining,Oil,Dark - Street Lights Off,Y,Y,"594 Benjamin Union Jasonport , NM 84671"
944,REPORT944,STATUS1,ADDRTYPE2,"PSC 5676, Box 0738
APO AE 10836",Cycles,2.0,2.0,1.0,3.0,1,0,1,2023-10-02,2023-10-16 03:25:08,Raining,Unknown,Dawn,N,N,"PSC 5676 , Box 0738 APO AE 10836"
945,REPORT945,STATUS3,ADDRTYPE1,"900 Cynthia Wall Suite 751
Matamouth, UT 52810",Left Turn,2.0,0.0,0.0,2.0,2,0,1,2023-07-27,2023-11-07 03:25:08,Blowing Sand/Dirt,Ice,Unknown,Y,Y,"900 Cynthia Wall Suite 751 Matamouth , UT 52810"
946,REPORT946,STATUS2,ADDRTYPE3,"482 Sheri Fall
Port Alexandramouth, TN 41701",Parked Car,5.0,2.0,0.0,2.0,3,1,0,2024-01-09,2023-12-28 03:25:08,Overcast,Wet,Daylight,Y,Y,"482 Sheri Fall Port Alexandramouth , TN 41701"
947,REPORT947,STATUS2,ADDRTYPE3,"5193 Hernandez Station
Lisafurt, NY 32428",Pedestrian,3.0,2.0,0.0,1.0,3,1,1,2023-09-20,2023-06-22 03:25:08,Unknown,Ice,Other,N,N,"5193 Hernandez Station Lisafurt , NY 32428"
948,REPORT948,STATUS3,ADDRTYPE1,"82345 Ryan Way
Johnmouth, DC 52557",Left Turn,3.0,0.0,1.0,3.0,2,0,0,2023-02-20,2024-02-07 03:25:08,Sleet/Hail/Freezing Rain,Ice,Dark - Street Lights Off,Y,Y,"82345 Ryan Way Johnmouth , DC 52557"
949,REPORT949,STATUS3,ADDRTYPE2,"508 Desiree Isle
Shepherdbury, PA 31566",Sideswipe,1.0,2.0,1.0,2.0,0,0,0,2023-07-03,2023-06-06 03:25:08,,,,Y,N,"508 Desiree Isle Shepherdbury , PA 31566"
950,REPORT950,STATUS3,ADDRTYPE2,"6172 Elizabeth Villages Apt. 039
Seanhaven, KY 12096",Cycles,1.0,0.0,1.0,2.0,3,0,0,2023-07-20,2023-07-07 03:25:08,,,,N,Y,"6172 Elizabeth Villages Apt . 039 Seanhaven , KY 12096"
951,REPORT951,STATUS3,ADDRTYPE3,"PSC 2352, Box 4580
APO AE 73301",Other,4.0,1.0,1.0,1.0,2,0,0,2023-05-27,2023-08-03 03:25:08,Raining,Snow/Slush,Unknown,Y,N,"PSC 2352 , Box 4580 APO AE 73301"
952,REPORT952,STATUS2,ADDRTYPE3,"398 Holland Points
East Melanie, KS 48646",Left Turn,5.0,2.0,0.0,1.0,0,1,1,2023-11-02,2024-01-22 03:25:08,Overcast,Other,Dark - No Street Lights,N,N,"398 Holland Points East Melanie , KS 48646"
953,REPORT953,STATUS1,ADDRTYPE3,"40653 James Village
South Jason, MH 84505",Pedestrian,4.0,0.0,0.0,1.0,2,0,1,2023-03-14,2023-12-19 03:25:08,Fog/Smog/Smoke,Oil,Dusk,N,Y,"40653 James Village South Jason , MH 84505"
954,REPORT954,STATUS1,ADDRTYPE2,"24843 Dominguez Crescent Apt. 750
West Susanfurt, AZ 34783",Sideswipe,5.0,1.0,1.0,3.0,3,1,0,2023-10-10,2023-09-19 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Dark - Street Lights Off,Y,Y,"24843 Dominguez Crescent Apt . 750 West Susanfurt , AZ 34783"
955,REPORT955,STATUS2,ADDRTYPE1,"25212 Mcgee Freeway Suite 594
South Johnmouth, ND 60136",Pedestrian,3.0,2.0,1.0,1.0,3,1,1,2023-11-17,2023-07-27 03:25:08,,,,N,N,"25212 Mcgee Freeway Suite 594 South Johnmouth , ND 60136"
956,REPORT956,STATUS1,ADDRTYPE3,"244 Zimmerman Hollow Suite 352
North Natalietown, MA 55029",Left Turn,3.0,1.0,1.0,1.0,1,1,0,2024-01-23,2023-06-17 03:25:08,Blowing Sand/Dirt,Snow/Slush,Dark - Street Lights Off,N,Y,"244 Zimmerman Hollow Suite 352 North Natalietown , MA 55029"
957,REPORT957,STATUS2,ADDRTYPE3,"0875 Le Plain Suite 475
Davisview, TN 47230",Angles,5.0,2.0,1.0,3.0,2,1,1,2024-01-03,2023-11-17 03:25:08,Severe Crosswind,Ice,Other,N,Y,"0875 Le Plain Suite 475 Davisview , TN 47230"
958,REPORT958,STATUS1,ADDRTYPE1,"7985 Wells Crossing Apt. 970
Alvarezburgh, PW 94075",Other,4.0,0.0,0.0,3.0,1,1,1,2023-07-15,2023-10-22 03:25:08,Unknown,Unknown,Other,N,Y,"7985 Wells Crossing Apt . 970 Alvarezburgh , PW 94075"
959,REPORT959,STATUS2,ADDRTYPE2,"1178 Deborah Spurs
Elizabethland, VT 51207",Parked Car,1.0,1.0,1.0,1.0,2,1,0,2023-08-28,2023-05-16 03:25:08,Clear,Other,Other,N,N,"1178 Deborah Spurs Elizabethland , VT 51207"
960,REPORT960,STATUS1,ADDRTYPE3,"28563 Morgan Shores Apt. 122
North Tiffanyport, MD 46453",Rear Ended,5.0,1.0,0.0,3.0,3,1,1,2023-09-20,2023-10-09 03:25:08,Sleet/Hail/Freezing Rain,Unknown,Dark - Street Lights Off,Y,Y,"28563 Morgan Shores Apt . 122 North Tiffanyport , MD 46453"
961,REPORT961,STATUS3,ADDRTYPE2,"Unit 4938 Box 6517
DPO AP 54859",Cycles,5.0,1.0,1.0,3.0,2,0,1,2023-11-27,2023-04-12 03:25:08,Snowing,Ice,Other,N,Y,Unit 4938 Box 6517 DPO AP 54859
